time	II	IIa	IIa_ATIII	IIa_alpha2M	PL	PT	RVV	V	Va	X	Xa	Xa_ATIII
3.0.25.0	1.18014322392584	0.056554763073751006	0.133394711586136	0.029907301414273002	0.04999998258529	7.4147093312638e-09	0.03	0.029734411977553003	0.000265570607737	0.07502956294903501	0.0036413157649310005	0.12132901387132401
3.0.5.0	1.16981050794538	0.053634264764129004	0.144220718353183	0.032334508937308	0.049999982567581	7.4324188389242786e-09	0.03	0.029712961684721	0.000287020882859	0.069566885025355	0.0033770591072810005	0.127055948434944
3.0.75.0	1.1602318930797901	0.05066887505971401	0.15446740080985802	0.034631831050638	0.049999982619667004	7.3803324786206864e-09	0.03	0.029692673497561002	0.000307309122105	0.064500846564887	0.0031318699980810005	0.132367176056698
4.0.	1.151352425609836	0.04771696179352	0.16413197010674901	0.036798642489895006	0.049999982729567	7.270432433986077e-09	0.03	0.029673550573015003	0.000326432156551	0.059802799447648006	0.002904387996162	0.13729270528575602
4.0.25.0	1.143121138851578	0.044820876115144	0.17322146392023002	0.038836521113048	0.049999982886397	7.113602477572098e-09	0.03	0.029655576765169004	0.000344406121227	0.055446143533292004	0.002693347572456	0.14186040178064901
4.0.5.0	1.1354907674340189	0.042010630211621006	0.18174997566811402	0.040748626686247	0.049999983080462	6.919537779530771e-09	0.03	0.029638722156317004	0.000361260924144	0.05140618322170801	0.0024975717918400003	0.14609613806691302
4.0.75.0	1.128417481371816	0.039306771214915	0.189736524157665	0.042539223255605	0.049999983303260005	6.6967399309310154e-09	0.03	0.029622947294959002	0.00037703600830000004	0.047659993643859005	0.0023159663714450002	0.15002393328795502
5.0.	1.121860638687963	0.036722624245049997	0.197203423408113	0.044213313658874	0.049999983547435005	6.4525651035826155e-09	0.03	0.029608206426675002	0.000391777120759	0.04418629589529	0.002147514100332	0.15366608355181102
5.0.25.0	1.115782555395925	0.034266040515381	0.20417504258736602	0.045776361501328	0.049999983806696006	6.193303248029961e-09	0.03	0.02959444994183	0.000405533864866	0.040965340752022	0.001991269604145	0.157043283450529
5.0.5.0	1.110148291708213	0.031940757316312005	0.210676869734567	0.047234081240909005	0.049999984075726006	5.924273328715685e-09	0.03	0.029581626215294	0.00041835786043100006	0.037978800335833	0.001846354438066	0.16017473930182702
5.0.75.0	1.104925453396844	0.029747453806077004	0.21673481158842603	0.048592281208653006	0.049999984350075	5.649924613987774e-09	0.03	0.029569682975209004	0.000430301374866	0.035209667223141006	0.0017119524914570002	0.163078274635476
6.0.	1.100084007289371	0.027684568542794004	0.22237467649257	0.049856747675265004	0.049999984626062005	5.373937562105971e-09	0.03	0.029558568307809	0.00044141631825200003	0.032642160518393006	0.001587305687786	0.16577042841988202
6.0.25.0	1.095596109941666	0.025748930545114002	0.22762179885816403	0.051033160655056004	0.049999984900679	5.099320296666085e-09	0.03	0.029548231381875	0.00045175351880400003	0.030261638439069004	0.0014717099637740001	0.168266546497835
6.0.5.0	1.091435948584871	0.023936244547532	0.23250077270267702	0.052127034164921	0.049999985171501005	4.828498352183338e-09	0.03	0.029538622957948003	0.00046136221355300004	0.028054516984841002	0.001364511512157	0.170580866674503
6.0.75.0	1.087579593498462	0.022241462374165	0.23703526888026502	0.053143675247108	0.049999985436603	4.563396514510443e-09	0.03	0.029529695733100002	0.000470289703502	0.026008194288035	0.0012651032729060002	0.17272659787566202
7.0.	1.084004861014006	0.020659065483243002	0.24124791618939	0.054088157313361	0.049999985694487006	4.305512340643246e-09	0.03	0.029521404560728003	0.000478581133758	0.024110980266278	0.001172921658349	0.17471599376985902
7.0.25.0	1.080691186404666	0.019183278333928	0.245160230913564	0.054965304347843004	0.049999985944018006	4.055981432943896e-09	0.03	0.029513706576054004	0.00048627936796400003	0.022352031220958003	0.0010874434981710001	0.17656042122488802
7.0.5.0	1.07761950596368	0.017808227983069	0.248792582778558	0.055779683274693	0.049999986184365006	3.81563484587429e-09	0.03	0.029506561251130003	0.0004934249332340001	0.0207212890469	0.001008183190902	0.178270423946562
7.0.75.0	1.074772147620932	0.01652806198489	0.252164187995827	0.056535602398351	0.04999998641495	3.5850491775654245e-09	0.03	0.029499930397738003	0.000500056017211	0.019209424739432	0.0009346900491050001	0.17985578162641203
8.0.	1.072132729490141	0.015337034046962001	0.255293122166294	0.057237114296603005	0.049999986635410006	3.3645899855022613e-09	0.03	0.029493778132395003	0.000506208503014	0.017807785904747003	0.000866545826104	0.181325564904558
8.0.25.0	1.069686065780281	0.014229564838431002	0.258196347465705	0.057888021915583	0.04999998684555	3.154449194664908e-09	0.03	0.029488070814364	0.0005119160311850001	0.016508347998226	0.0008033624126870001	0.18268818643463702
8.0.5.0	1.067418079543555	0.013200283730890001	0.260889749820823	0.058491886904732004	0.049999987045322006	2.9546771582218513e-09	0.03	0.029482776965063004	0.000517210080259	0.015303669033123002	0.0007447796928700001	0.18395144831932803
8.0.75.0	1.065315721768645	0.012244055984277	0.263388182791788	0.05905203945529001	0.04999998723479	2.7652099996451683e-09	0.03	0.029477867175206004	0.000522120059583	0.01418684751881	0.000690463548354	0.185122586167624
9.0.	1.063366896362127	0.0113559988951	0.265705515660894	0.059571589081880004	0.049999987414107	2.585892820749086e-09	0.03	0.029473314004541003	0.000526673409565	0.013151483403578001	0.00064010400192	0.18620831000860802
9.0.25.0	1.061560390592974	0.010531489643977	0.26785468383929	0.06005343592376	0.0499999875835	2.4164993093033374e-09	0.03	0.029469091877767	0.000530895705733	0.012191641811966001	0.000593413490561	0.18721484228097202
9.0.5.0	1.059885810605022	0.009766166967727	0.269847740178336	0.060500282248915	0.049999987743251005	2.256748226957419e-09	0.03	0.029465176979362004	0.000534810763889	0.011301819380562001	0.000550125259692	0.188147953102997
9.0.75.0	1.058333521630265	0.009055928302060002	0.27169590614092803	0.060914643926748	0.049999987893682006	2.106317206070048e-09	0.03	0.029461547149259002	0.0005384407444230001	0.010476913009474	0.000509991870284	0.18901299301392302
10.0.	1.05689459256199	0.008396923665819001	0.273409622073138	0.061298861699054005	0.04999998803514501	1.964854234418123e-09	0.03	0.029458181780827004	0.0005418062543180001	0.009712190859008001	0.00047278381130200003	0.18981492336483402
10.0.25.0	1.055560744571115	0.007785547264402001	0.27499859603624205	0.061655112128242005	0.049999988168012	1.831987160653553e-09	0.03	0.029455061722116004	0.0005449264458960001	0.009003265432745001	0.00043828821024700004	0.19055834452501902
10.0.5.0	1.054324303471816	0.007218427560822	0.27647185082782605	0.06198541813953801	0.049999988292668	1.7073315112724152e-09	0.03	0.029452169181069004	0.0005478191115990001	0.008346068599053	0.000406307635117	0.19124752205849702
10.0.75.0	1.053178155563638	0.006692416384093	0.27783776894946405	0.062291659102806006	0.049999988409503	1.590496871905787e-09	0.03	0.029449487635099	0.000550500774403	0.007736828413293001	0.00037665898146700005	0.19188641101474202
11.0.	1.052115706696982	0.006204577505413001	0.279104135376093	0.06257558042151301	0.049999988518908	1.4810920518697391e-09	0.03	0.029447001745295003	0.000552986773611	0.007172047612482001	0.000349172438707	0.19247867846771702
11.0.25.0	1.0511308443271221	0.005752175004308	0.280278178055743	0.06283880261282801	0.04999998862127	1.378729220920785e-09	0.03	0.029444697275332003	0.000555291345938	0.0066484836631	0.00032369053012800005	0.193027724428042
11.0.5.0	1.050217902338917	0.005332661663002	0.281366606122953	0.063082829875129	0.049999988716972005	1.2830271807787191e-09	0.03	0.029442561015096003	0.0005574277018750001	0.0061631302510250004	0.000300067221513	0.193536701244433
11.0.75.0	1.04937162844017	0.004943667562259	0.282375645849384	0.063309058148188	0.049999988806386	1.1936139108866251e-09	0.03	0.029440580708955003	0.00055940809743	0.005713200110392	0.00027816709354900004	0.19400853160244402
12.0.	1.048587153936252	0.004582989001952	0.28331107438402103	0.06351878267777601	0.049999988889871005	1.110128507756543e-09	0.03	0.02943874498852	0.000561243901351	0.005296109095361001	0.000257864573547	0.19444592522096202
12.0.25.0	1.047859965712241	0.0042485778311280005	0.284178251355647	0.063713205100986	0.049999988967777007	1.0322226197794131e-09	0.03	0.029437043309761	0.000562945658015	0.004909461405588	0.00023904322231300002	0.19485139433987503
12.0.5.0	1.047185880261423	0.003938531243031	0.284982148423918	0.06389344007163	0.049999989040438	9.595614642590207e-10	0.03	0.029435465894268	0.000564523146169	0.004551035882469	0.00022159507225500002	0.195227268085713
12.0.75.0	1.046561019610796	0.0036510820682650004	0.28572737687395	0.06406052144699001	0.049999989108175005	8.918245003802033e-10	0.03	0.029434003674455003	0.0005659854337200001	0.004218773299098	0.00020542001312900003	0.19557570579594702
13.0.	1.045981789005047	0.003384589582514	0.28641821335416	0.064215408058281	0.049999989171294	8.287058205864627e-10	0.03	0.029432648242506004	0.000567340928787	0.003910764572362	0.00019042522201000002	0.19589870937692003
13.0.25.0	1.045444856220583	0.003137530832804	0.28705862385900105	0.064358989087614	0.049999989230085	7.699143131894961e-10	0.03	0.029431391802847002	0.0005685974272380001	0.003625239830659	0.00017652463438300002	0.19619813476504103
13.0.5.0	1.044947132390597	0.002908492477075	0.287652286058101	0.06449208907423	0.049999989284826005	7.151736407574108e-10	0.03	0.02943022712792	0.000569762156906	0.0033605582755030002	0.000163638453389	0.19647570255593302
13.0.75.0	1.044485754230755	0.0026961631252960003	0.28820261007159503	0.064615472572356	0.049999989335778004	6.642220717458544e-10	0.03	0.029429147517077002	0.0005708418187	0.0031151987796420003	0.00015169269452500002	0.19673300786161002
14.0.	1.044058067563257	0.00249932616568	0.28871275778861905	0.064729848482446	0.049999989383187005	6.16812196786293e-10	0.03	0.029428146758378	0.000571842624809	0.0028877511684660003	0.00014061876325900002	0.196971529451461
14.0.25.0	1.043661612044366	0.0023168530564750003	0.28918566082242103	0.06483587407674	0.049999989427289004	5.727105558862546e-10	0.03	0.029427219093104	0.000572770334185	0.002676908135244	0.000130353063201	0.197192638228843
14.0.5.0	1.043294107007546	0.002147697061805	0.289624037191455	0.064934158739196	0.049999989468302	5.31697198404401e-10	0.03	0.029426359182812	0.0005736302854890001	0.0024814577443120003	0.000120836632636	0.197397605091353
14.0.75.0	1.042953438340672	0.001990887408977	0.29003040681150905	0.065025267438844	0.049999989506434	4.935651939308751e-10	0.03	0.029425562078756	0.0005744274276780001	0.002300276479629	0.000112014807388	0.197587608219416
15.0.	1.042637646321791	0.001845523844172	0.29040710587940205	0.065109723954638	0.04999998954188	4.581201090374287e-10	0.03	0.029424823193503	0.000575166348376	0.002132322799138	0.000103836908127	0.197763739834613
15.0.25.0	1.042344914343396	0.0017107715635160002	0.290756300224259	0.06518801386883101	0.049999989574820006	4.251794621812221e-10	0.03	0.029424138274603003	0.000575851300216	0.001976631158283	9.625595034090232e-05	0.197927012466195
15.0.5.0	1.042073558460321	0.001585856496873	0.291079997697893	0.06526058734491501	0.049999989605427	3.945721667812413e-10	0.03	0.029423503380169	0.000576486225258	0.0018323064686140002	8.92283753575956e-05	0.19807836476145502
15.0.75.0	1.04182201770106	0.0014700609223590002	0.291380059671403	0.06532786170518	0.049999989633862006	3.661379705764924e-10	0.03	0.029422914856214004	0.000577074777646	0.001698518959898	8.27138008962803e-05	0.19821866687306702
16.0.	1.041588845086764	0.001362719390366	0.29165821170089	0.065390223821983	0.049999989660273005	3.39726897768735e-10	0.03	0.029422369315651002	0.0005776203446210001	0.0015744994164440002	7.667478972745287e-05	0.1983487254541
16.0.25.0	1.041372699306211	0.0012632149368100002	0.291916053421071	0.06544803233591101	0.049999989684801	3.151986991046675e-10	0.03	0.029421863618801003	0.0005781260659990001	0.001459534760435	7.107663514416261e-05	0.198469288289221
16.0.5.0	1.041172336998829	0.001170975566296	0.292155067721724	0.065501619713154	0.049999989707577006	2.924223139249181e-10	0.03	0.029421394855338002	0.0005785948522380001	0.0013529639570550001	6.588716202431577e-05	0.198581048588498
16.0.75.0	1.040986605601342	0.0010854709869190001	0.29237662925817304	0.065551294153569	0.049999989728724006	2.7127534726687504e-10	0.03	0.029420960327535002	0.000579029401189	0.001254174218016	6.107654235661992e-05	0.19868464896835203
17.0.	1.040814436716887	0.0010062095794460002	0.29258201234353404	0.06559734136013501	0.049999989748356004	2.516435643271414e-10	0.03	0.029420557534737	0.000579432213619	0.0011625974817720001	5.6617124182875494e-05	0.19878068514240102
17.0.25.0	1.0406548399684241	0.000932735584637	0.29277239826717805	0.065640026179764	0.049999989766579	2.3342040394299144e-10	0.03	0.029420184158967	0.0005798056076120001	0.001077707150306	5.2483272984550145e-05	0.19886970934328801
17.0.5.0	1.040506897301058	0.000864626493473	0.29294888208074105	0.06567959412473101	0.049999989783493	2.1650651221998764e-10	0.03	0.029419838051582003	0.00058015173191	0.0009990150637990002	4.8651224611483966e-05	0.198952233495082
17.0.75.0	1.040369757700498	0.0008014906260080001	0.293112478890139	0.06571627278335901	0.04999998979919	2.008092969971675e-10	0.03	0.029419517220900002	0.0005804725782890001	0.000926068695883	4.5098948915530036e-05	0.199028732154392
18.0.	1.040242632297237	0.000742964885499	0.29326412968931503	0.06575027312795101	0.049999989813757	1.8624250348687652e-10	0.03	0.029419219820735	0.000580769993021	0.0008584485534100001	4.180602331227686e-05	0.19909964523703502
18.0.25.0	1.0401247898283	0.000688712675353	0.293404706768923	0.065781790727426	0.049999989827274	1.7272581114047742e-10	0.03	0.029418944139764	0.000581045687509	0.000795765765844	3.875351555004789e-05	0.199165380545879
18.0.5.0	1.040015552430421	0.00063842196724	0.29353501873077603	0.065811006871564	0.049999989839815004	1.60184451562897e-10	0.03	0.029418688591676	0.000581301248138	0.000737659850466	3.592387501742172e-05	0.199226316114331
18.0.75.0	1.039914291740453	0.000591803509573	0.29365581513668704	0.065838089613289	0.049999989851451	1.485488471188738e-10	0.03	0.029418451706038	0.0005815381454120001	0.00068379664058	3.3300831968849495e-05	0.199282802378901
19.0.	1.039820425280569	0.000548589166226	0.29376779081827803	0.06586319473492801	0.049999989862245006	1.377542697339605e-10	0.03	0.029418232119827	0.000581757742418	0.0006338663648510001	3.086930409281782e-05	0.19933516419330102
19.0.25.0	1.039733413107459	0.000508530376136	0.293871589872408	0.065886466643998	0.049999989872259	1.277405192870311e-10	0.03	0.029418028569585003	0.000581961302674	0.0005875818667540001	2.8615309888662365e-05	0.199383702695616
19.0.5.0	1.039652754706223	0.00047139672504200003	0.293967809365108	0.065908039203629	0.049999989881548	1.18451620912549e-10	0.03	0.029417839884142004	0.0005821499974050001	0.0005446769539230001	2.6525888356804725e-05	0.19942869703926802
19.0.75.0	1.03957798611111	0.000436974621249	0.29405700276524405	0.065928036502399	0.04999998989016401	1.098355404753072e-10	0.03	0.029417664977876002	0.0005823249122880001	0.0005049048679370001	2.4589024543072623e-05	0.199470405997683
20.0.	1.039508677236522	0.00040506606789500005	0.29413968312759703	0.06594657356798901	0.049999989898156	1.0184391744368e-10	0.03	0.029417502844460004	0.0005824870536950001	0.00046803686575500004	2.2793580511070322e-05	0.199509069451889
20.0.25.0	1.039444429402929	0.000375487524697	0.294216326043635	0.065963757028742	0.049999989905568004	9.443181436614999e-11	0.03	0.029417352551071002	0.000582637354496	0.00043386090466	2.1129231347472823e-05	0.19954490976956002
20.0.5.0	1.039384873043463	0.000348068852704	0.29428737237689	0.065979685726947	0.049999989912442006	8.755748214709408e-11	0.03	0.029417213233021003	0.0005827766794200001	0.00040218042317400005	1.9586405833796424e-05	0.19957813308343403
20.0.75.0	1.0393296655779891	0.000322652336001	0.29435323079866804	0.065994451287346	0.049999989918817	8.118214031907525e-11	0.03	0.029417084088776004	0.00058290583004	0.00037281321093	1.815623144480718e-05	0.19960893047644201
21.0.	1.039278489442431	0.000299091774785	0.29441428013865	0.06600813864414	0.04999998992473	7.526977151813656e-11	0.03	0.029416964375346	0.0005830255493830001	0.00034559036102500005	1.6830483358415613e-05	0.199637479080347
21.0.25.0	1.039231050262001	0.00027725164460200004	0.294470871563877	0.06602082652952601	0.049999989930213005	6.978692938410985e-11	0.03	0.029416853404006002	0.0005831365262050001	0.00032035529882900004	1.560153718480866e-05	0.19966394309419902
21.0.5.0	1.039187075157842	0.00025700631694500003	0.29452333059865904	0.06603258792656	0.049999989935297	6.470255912830703e-11	0.03	0.029416750536333	0.000583239398963	0.00029696288168200004	1.4462325143815341e-05	0.199688474728471
21.0.75.0	1.039146311177317	0.000238239336724	0.294571958997007	0.06604349048895801	0.049999989940012	5.998783003495374e-11	0.03	0.029416655180532002	0.000583334759479	0.00027527856430100003	1.3406295439209882e-05	0.199711215080271
22.0.	1.039108523838938	0.00022084275247300002	0.29461703647834403	0.06605359693025101	0.049999989944384	5.5615979189377634e-11	0.03	0.029416566788026004	0.0005834231563570001	0.0002551776251	1.2427374596936242e-05	0.19973229494468703
22.0.25.0	1.039073495783539	0.00020471649545300002	0.29465882233649704	0.066062965384515	0.049999989948437004	5.1562165754451374e-11	0.03	0.029416484850307	0.000583505098129	0.000236544448986	1.1519932551192772e-05	0.19975183556690002
22.0.5.0	1.03904102552396	0.000189767804076	0.29469755693119204	0.066071649740776	0.049999989952196004	4.7803335146458665e-11	0.03	0.029416408896002003	0.000583581056193	0.00021927186251200002	1.067875027804103e-05	0.199769949339406
22.0.75.0	1.039010926286026	0.000175910690345	0.29473346307065	0.066079699952982	0.049999989955682	4.431809249184521e-11	0.03	0.029416338488164002	0.0005836514675170001	0.000203260517554	9.898989790787137e-06	0.19978674044833603
23.0.	1.038983024934164	0.000163065445256	0.29476674729322905	0.06608716232735301	0.049999989958913006	4.108658477680428e-11	0.03	0.029416273221755003	0.000583716737157	0.00018841831998300001	9.176166324909591e-06	0.19980230547260502
23.0.25.0	1.038957160975482	0.00015115818030100002	0.29479760105547503	0.066094079788745	0.049999989961909005	3.809039113197384e-11	0.03	0.02941621272132	0.000583777240588	0.00017465990004000002	8.506122552851066e-06	0.199816733939316
23.0.5.0	1.038933185636561	0.000140120402454	0.294826201833427	0.06610049212756	0.049999989964687006	3.5312420724405276e-11	0.03	0.029416156638822	0.0005838333258650001	0.00016190612138500002	7.885004680623148e-06	0.199830108838621
23.0.75.0	1.03891096100768	0.00012988862018700002	0.294852714143499	0.066106436228635	0.049999989967263	3.2736817758196954e-11	0.03	0.029416104651639	0.0005838853156230001	0.00015008362597	7.309240288960267e-06	0.19984250710100301
24.0.	1.038890359249519	0.00012040397825400001	0.294877290488819	0.06611194628340701	0.04999998996965101	3.034887311358778e-11	0.03	0.029416056460713002	0.0005839335089370001	0.00013912441215600002	6.7755177917607826e-06	0.19985400003970302
24.0.25.0	1.038871261857798	0.000111611919141	0.294900072236466	0.06611705398659501	0.04999998997186501	2.8134942181765108e-11	0.03	0.029416011788823002	0.0005839781830410001	0.00012896544361700002	6.2807673938286e-06	0.19986465376085402
24.0.5.0	1.03885355898161	0.00010346186923500001	0.294921190430642	0.066121788718512	0.049999989973917004	2.608236847905997e-11	0.03	0.029415970378995	0.000584019594921	0.00011954828680200001	5.822143438528482e-06	0.19987452954367702
24.0.75.0	1.038837148791537	9.590694791473345e-05	0.294940766546476	0.066126177714072	0.04999998997582	2.41794126495263e-11	0.03	0.029415931993019003	0.0005840579828	0.00011081877486700001	5.397008043942772e-06	0.19988368419291
25.0.	1.038821936893903	8.890369787914667e-05	0.29495891318877204	0.06613024621944401	0.049999989977584	2.241518648927648e-11	0.03	0.029415896410082003	0.0005840935675020001	0.000102726696137	5.002915933553786e-06	0.19989217036551402
