	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	mIIa_AT_l	mIIa_f	mIIa_l
0	0.0	0.0	0.0	0.0	0.0	3400.0	1400.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	254723.7	60.0	0.0	300.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1																																																																										
2																																																																										
3																																																																										
4																																																																										
5																																																																										
6																																																																										
7																																																																										
8																																																																										
9																																																																										
10																																																																										
11																																																																										
12																																																																										
13																																																																										
14																																																																										
15																																																																										
16																																																																										
17																																																																										
18																																																																										
19																																																																										
20																																																																										
21																																																																										
22																																																																										
23																																																																										
24																																																																										
25																																																																										
26																																																																										
27																																																																										
28																																																																										
29																																																																										
30																																																																										
31																																																																										
32																																																																										
33																																																																										
34																																																																										
35																																																																										
36																																																																										
37																																																																										
38																																																																										
39																																																																										
40																																																																										
41																																																																										
42																																																																										
43																																																																										
44																																																																										
45																																																																										
46																																																																										
47																																																																										
48																																																																										
49																																																																										
50																																																																										
51																																																																										
52																																																																										
53																																																																										
54																																																																										
55																																																																										
56																																																																										
57																																																																										
58																																																																										
59																																																																										
60																																																																										
61																																																																										
62																																																																										
63																																																																										
64																																																																										
65																																																																										
66																																																																										
67																																																																										
68																																																																										
69																																																																										
70																																																																										
71																																																																										
72																																																																										
73																																																																										
74																																																																										
75																																																																										
76																																																																										
77																																																																										
78																																																																										
79																																																																										
80																																																																										
81																																																																										
82																																																																										
83																																																																										
84																																																																										
85																																																																										
86																																																																										
87																																																																										
88																																																																										
89																																																																										
90																																																																										
91																																																																										
92																																																																										
93																																																																										
94																																																																										
95																																																																										
96																																																																										
97																																																																										
98																																																																										
99																																																																										
100																																																																										
