time	IKK	IkBaIKK	IkBaIKKNFkB	IkBaNFkB_cytoplasm	IkBaNFkB_nucleus	IkBa_cytoplasm	IkBa_mRNA	IkBa_nucleus	IkBbIKK	IkBbIKKNFkB	IkBbNFkB_cytoplasm	IkBbNFkB_nucleus	IkBb_cytoplasm	IkBb_mRNA	IkBb_nucleus	IkBeIKK	IkBeIKKNFkB	IkBeNFkB_cytoplasm	IkBeNFkB_nucleus	IkBe_cytoplasm	IkBe_mRNA	IkBe_nucleus	NFkB_cytoplasm	NFkB_nucleus
400.0.	0.000315346141577	6.0502437753117044e-05	0.0004463889324	0.055455599235181	0.00017055872851700002	0.020972519137816	0.011824702064468002	0.0017900633377390001	2.801013654086332e-06	0.000120700081407	0.029916948173129003	3.9811955044032155e-05	0.003145098178301	0.002539789086086	0.00020896026600900002	2.707631992391022e-06	5.155376121499469e-05	0.011106354320082001	2.8362481257292e-05	0.002240607715145	0.001812096707488	0.000148865749372	3.370140166100307e-05	0.002630020930104
440.0.	0.000315563361707	6.0513766301555984e-05	0.000445163659625	0.055265605634524005	0.000170316356005	0.020962646190465003	0.01181945123149	0.0017900983506410001	2.805192054609344e-06	0.00012103499034500001	0.029978900304444004	3.98005650712671e-05	0.0031471707225520004	0.0025412903283760003	0.000209191939018	2.711850693024103e-06	5.220717927305369e-05	0.011238732811629001	2.8354736183936023e-05	0.002242113009179	0.0018131678185600002	0.000149032725809	3.365381964578508e-05	0.002626229943251
480.0.	0.000315767972405	6.053187691256787e-05	0.00044398762614800006	0.055084193980659	0.000170075444128	0.020955529177171	0.011815492049972	0.0017905905096520002	2.8082532774831528e-06	0.000121355834207	0.030038494533474003	3.9768071358675184e-05	0.00314825185815	0.002542056992207	0.00020937047127900002	2.714981421217934e-06	5.2833455627283034e-05	0.011365554805391	2.833192691298736e-05	0.002242909851855	0.001813714820283	0.000149161697738	3.3607374450702154e-05	0.0026217969476400003
520.0.	0.000315962623986	6.055194697946711e-05	0.000442861240905	0.05491090158910401	0.000169842811276	0.020949598020551	0.011812108688499	0.0017912264227960002	2.810708703678516e-06	0.00012166288771900001	0.030095558195705002	3.9727468750491975e-05	0.0031488253401880002	0.002542448516903	0.00020951577200800002	2.717518959500429e-06	5.34330727454619e-05	0.011486861049387	2.8303318575079904e-05	0.0022433434068820004	0.0018139941665540002	0.00014926688602400002	3.356265944596462e-05	0.0026172857063840003
560.0.	0.000316148423038	6.0572222380974945e-05	0.00044178353433500003	0.054745379886695006	0.00016962050645600001	0.020944273680316	0.011809036608359	0.001791892237403	2.812817360218134e-06	0.000121956482916	0.030150079640314003	3.9684417505805605e-05	0.003149138465727	0.002542648463191	0.00020964023250700001	2.719714114061627e-06	5.4006805854257284e-05	0.011602802447087002	2.8272947788481693e-05	0.002243590145924	0.001814136824861	0.00014935713879300002	3.351982289663768e-05	0.002612893508148
600.0.	0.000316325931062	6.0592068241451835e-05	0.00044075300849300003	0.054587316687485	0.000169408607289	0.020939335246516002	0.011806173054617002	0.0017925494015830002	2.814711576067911e-06	0.000122237024452	0.030202115921809002	3.9641333477392546e-05	0.0031493176627500003	0.0025427505730160004	0.000209751279982	2.721695174233928e-06	5.455556099993269e-05	0.011713573225244	2.824253809843966e-05	0.0022437403101030003	0.0018142096785000001	0.000149437759068	3.3478856127229745e-05	0.002608677236523
640.0.	0.00031649553624900004	6.0611253382937726e-05	0.00043976795864500006	0.054436408374553005	0.00016920660408	0.020934689644836	0.011803473187681001	0.0017931857154060002	2.8164599569548798e-06	0.00012250496937800002	0.030251752057662003	3.9599239576237305e-05	0.003149427573414	0.002542802719102	0.00020985319889300002	2.7235287890946818e-06	5.5080293596974384e-05	0.011819381580136	2.8212819799336953e-05	0.0022438400602750003	0.0018142468838530002	0.000149511806497	3.3439701280406876e-05	0.0026046464012900003
680.0.	0.000316657574785	6.062969688625311e-05	0.00043882661066700006	0.05429235476940401	0.00016901391042000003	0.020930291076718	0.01180091395566	0.0017937977141120002	2.818098911884522e-06	0.000122760801671	0.030299083292734	3.955856039381377e-05	0.0031495012605560002	0.002542829349392	0.00020994840486000002	2.7252504511135417e-06	5.5581966626163344e-05	0.011920437027712	2.818409645857111e-05	0.002243913026567	0.0018142658841170001	0.000149581007024	3.3402287783209985e-05	0.002600796676126
720.0.	0.00031681236467600004	6.0647378045345046e-05	0.00043792718695800004	0.05415486091930401	0.000168829999399	0.020926112869001003	0.011798481385313002	0.0017943847608300001	2.819648485682344e-06	0.00012300501281	0.030344207319231	3.9519457657645077e-05	0.0031495556492840003	0.0025428429491160002	0.00021003825845800002	2.726879809464023e-06	5.6061529214832856e-05	0.012016944977797001	2.8156484118709496e-05	0.0022439713245600004	0.0018142755872900002	0.000149646333732	3.3366543563076784e-05	0.002597120569944
760.0.	0.00031696021300400005	6.066430258712047e-05	0.00043706794012100006	0.054023639683859	0.00016865441517100002	0.020922137106298002	0.011796165796514001	0.001794947159105	2.8211203479652713e-06	0.00012323808962000002	0.030387220806452002	3.948197372787387e-05	0.0031495994189430004	0.0025428498943080003	0.000210123546133	2.7284283990994618e-06	5.651990591936653e-05	0.012109104433610001	2.813001363907417e-05	0.002244021185528	0.0018142805425680002	0.000149708350004	3.333239815826989e-05	0.002593610339719
800.0.	0.000317101416573	6.0680488639839774e-05	0.000436247170206	0.053898413508061	0.000168486755904	0.020918350381455002	0.011793959776054	0.001795485553847	2.8225218436231547e-06	0.000123460507523	0.030428217840470003	3.9446095171923044e-05	0.0031496370356160004	0.0025428534411220003	0.000210204748836	2.729903560357551e-06	5.695799165303075e-05	0.012197107073926001	2.8104676045265905e-05	0.0022440658333140002	0.00181428307316	0.000149767401192	3.3299783472140945e-05	0.0025902585975650003
840.0.	0.000317236261522	6.069596020123181e-05	0.00043546323307500003	0.053778915315134006	0.000168326656971	0.020914741819563	0.011791857207363001	0.0017960007273880002	2.823858054880504e-06	0.000123672727132	0.030467289241235002	3.9411782227816963e-05	0.0031496708121640004	0.0025428552524320003	0.000210282186419	2.731310434783003e-06	5.7376649577560125e-05	0.012281136967487002	2.8080443549427112e-05	0.002244106954044	0.0018142843654990002	0.00014982371763400001	3.326863391103014e-05	0.002587058349696
880.0.	0.000317365023135	6.0710743834113444e-05	0.000434714543912	0.05366488879726	0.000168173779764	0.020911302065391	0.011789852764378	0.0017964935179030001	2.825132854625268e-06	0.000123875192742	0.030504522297706	3.937898304295731e-05	0.003149701960484	0.002542856177443	0.000210356093344	2.732652984827479e-06	5.7776710536859185e-05	0.012361370585483	2.8057279710118432e-05	0.002244145446871	0.001814285025479	0.000149877468666	3.32388863756122e-05	0.0025840029434650003
920.0.	0.000317487965891	6.0724866929786764e-05	0.00043399957809100005	0.053556088358648	0.00016802780515600001	0.020908022736820003	0.01178794163617	0.001796964780256	2.8263494461446795e-06	0.000124068331839	0.030540000707503002	3.9347640764064266e-05	0.0031497311289650004	0.0025428566498330004	0.000210426657802	2.7339345165019907e-06	5.815897328426141e-05	0.012437976956594002	2.8035144492009454e-05	0.0022441818074580002	0.001814285362521	0.000149928790529	3.321048021657424e-05	0.002581086023408
960.0.	0.000317605343694	6.0738356792760837e-05	0.00043331687067500003	0.053452278876630004	0.00016788842985100003	0.020904896123355002	0.011786119374588	0.001797415365011	2.827510640736047e-06	0.000124252555135	0.030573804617632	3.931769712070407e-05	0.003149758676998	0.0025428568910760003	0.00021049404178400001	2.735157948331994e-06	5.8524205112260866e-05	0.012511117889287	2.8013996823829014e-05	0.002244216323884	0.0018142855346440002	0.000149977800698	3.318335717754364e-05	0.0025783015045520003
1000.0.	0.000317717400162	6.07512401683665e-05	0.000432665015174	0.053353235375073006	0.00016775536431900003	0.020901915017824003	0.011784381808915001	0.0017978461068810002	2.8286190013426927e-06	0.00012442825686100002	0.030606010714616	3.9289094237039866e-05	0.0031497848152170003	0.002542857014276	0.000210558391378	2.736325950640395e-06	5.887314268156786e-05	0.012580948223727	2.79937958921522e-05	0.002244249176736	0.001814285622545	0.000150024605221	3.31574613305743e-05	0.0025756435560850004
1040.0.	0.00031782436895900004	6.076354300943622e-05	0.00043204266195700006	0.053258742660225004	0.00016762833156500003	0.020899072620613003	0.011782724997002001	0.001798257818537	2.8296769176574363e-06	0.000124595815193	0.030636692337734004	3.9261775533751926e-05	0.0031498096771470003	0.002542857077192	0.00021061984207400002	2.7374410184970188e-06	5.920649294418545e-05	0.012647616094221001	2.7974501786002513e-05	0.0022442804902890003	0.0018142856674350002	0.00015006930251500002	3.3132739006834304e-05	0.0025731065898310004
1080.0.	0.00031792647412700004	6.0775290370624755e-05	0.00043144851649400004	0.05316859494463701	0.000167507066316	0.020896362483111	0.011781145196043001	0.001798651287511	2.830686646148288e-06	0.000124755592744	0.030665919601848002	3.92356861598472e-05	0.003149833355847	0.0025428571093230002	0.000210678521547	2.7385055107139e-06	5.95249341057851e-05	0.012711263192444	2.7956075806000313e-05	0.002244310358696	0.0018142856903590001	0.000150111985347	3.3109138724611135e-05	0.0025706852507180003
1120.0.	0.000318023930427	6.078650636990051e-05	0.00043088133752700004	0.053082595471965005	0.00016739131441600001	0.020893778472138	0.011779638843865	0.001799027274834	2.831650332114722e-06	0.000124907937073	0.030693759522926002	3.921077318153387e-05	0.0031498559226510003	0.002542857125731	0.000210734551144	2.739521671444591e-06	5.982911659871087e-05	0.012772025026526001	2.7938480600140684e-05	0.0022443388594070002	0.0018142857020670001	0.000150152741902	3.308661111625108e-05	0.0025683744080670003
1160.0.	0.00031811694366400004	6.0797214184850697e-05	0.00043033993523	0.053000556148941	0.000167280832343	0.020891314745619	0.011778202545836001	0.0017993865146440002	2.832570022522932e-06	0.00012505318120400002	0.030720276142716003	3.9186985645980145e-05	0.0031498774367880004	0.002542857134111	0.00021078804672000002	2.740491642854267e-06	6.011966405036451e-05	0.012830031173537001	2.792168021026039e-05	0.0022443660600860002	0.0018142857080450001	0.00015019165637700002	3.3065108855139965e-05	0.002566169147264
1200.0.	0.00031820571102000005	6.0807436066726235e-05	0.000429823169377	0.052922297187515004	0.000167175386775	0.020888965734307003	0.011776833064825002	0.001799729714318	2.833447674092195e-06	0.000125191644149	0.030745530650804	3.9164274581025336e-05	0.003149897950331	0.0025428571383900003	0.00021083911913600002	2.7414174731886447e-06	6.0397174238676335e-05	0.012885405524218001	2.7905640072764703e-05	0.0022443920221840003	0.0018142857110990001	0.00015022880934800002	3.3044586583428055e-05	0.002564064761683
1240.0.	0.000318290421368	6.0817193363311024e-05	0.00042932994753900006	0.052847646758517004	0.00016707475419200002	0.02088672612688	0.011775527312864001	0.001800057554879	2.8342851589173607e-06	0.000125323631417	0.030769581503207	3.9142592962432626e-05	0.0031499175107570004	0.002542857140576	0.000210887874595	2.742301122452948e-06	6.06622200300052e-05	0.012938266519467001	2.7890326996152085e-05	0.002244416802819	0.0018142857126580002	0.000150264278001	3.3025000840927876e-05	0.002562056744828
1280.0.	0.00031837125558300004	6.0826506545993725e-05	0.000428859223325	0.05277644065735201	0.000166978720505	0.020884590856988003	0.011774282343815001	0.0018003706915600002	2.8350842687944312e-06	0.000125449435513	0.030792484537100002	3.9121895664997634e-05	0.003149936162299	0.002542857141692	0.000210934414876	2.743144466830095e-06	6.0915350296757145e-05	0.012988727378437	2.7875709126978393e-05	0.002244440455774	0.0018142857134540002	0.000150298136308	3.300630999544396e-05	0.002560140782681
1320.0.	0.000318448386847	6.083539523865288e-05	0.00042840999464700006	0.05270852198184801	0.000166887080693	0.020882555091533	0.011773095346685001	0.001800669754447	2.8358467188447755e-06	0.00012556933643100002	0.030814293081527003	3.910213940594058e-05	0.0031499539466640003	0.0025428571422620003	0.00021097883753500002	2.743949302414328e-06	6.115709081308216e-05	0.013036896318281001	2.7861755910274702e-05	0.002244463032062	0.0018142857138610002	0.000150330455172	3.298847417469302e-05	0.002558312746266
1360.0.	0.00031852198094500003	6.084387824711797e-05	0.00042798130205000005	0.052643740822119006	0.00016679963845900002	0.020880614219795	0.011771963639389002	0.0018009553491640001	2.8365741507416986e-06	0.000125683602129	0.030835058064086002	3.9083282684946216e-05	0.003149970903441	0.002542857142553	0.00021102123607100003	2.744717348554081e-06	6.138794512762826e-05	0.013082876765670002	2.7848438047534232e-05	0.0022444845802530003	0.0018142857140680002	0.00015036130254500002	3.2971455199912526e-05	0.002556568684425
1400.0.	0.000318592196547	6.08519735885646e-05	0.00042757222706700005	0.052581953962228006	0.00016671620589100002	0.020878763843203002	0.011770884662873	0.0018012280575770002	2.83726813569418e-06	0.000125792488996	0.030854828113619004	3.9065285723126344e-05	0.003149987070338	0.0025428571427020003	0.000211061700082	2.7454502509538683e-06	6.160839541271232e-05	0.013126767560278	2.7835727453893534e-05	0.00224450514668	0.001814285714175	0.000150390743544	3.295521652122045e-05	0.0025549048168070003
1440.0.	0.00031865918549000004	6.0859698520506195e-05	0.000427181890632	0.052523024593365004	0.00016663660314	0.020876999765640003	0.011769855975527	0.0018014884385160002	2.837930177266752e-06	0.00012589624230400001	0.030873649658992003	3.904811040210334e-05	0.003150002483337	0.0025428571427770002	0.00021110031541400002	2.746149584611488e-06	6.18189032895189e-05	0.013168663150421001	2.7823597215364264e-05	0.002244524775594	0.001814285714229	0.00015041884055900002	3.2939723154764624e-05	0.00255331752708
1480.0.	0.000318723093045	6.086706956920378e-05	0.000426809451542	0.052466822038222005	0.00016656065810300002	0.020875317984215002	0.011768875247866	0.001801737028492	2.838561714075777e-06	0.000125995096643	0.030891567024052	3.903172020385647e-05	0.0031500171768040004	0.0025428571428160003	0.00021113716429900002	2.746816856629531e-06	6.201991062911892e-05	0.013208653781085001	2.7812021546575553e-05	0.0022445435092720003	0.0018142857142560002	0.000150445653353	3.292494162168406e-05	0.0025518033563490003
1520.0.	0.000318784058181	6.08741025573984e-05	0.00042645410495200005	0.052413221486241	0.000166488206116	0.020873714680466	0.011767940257455001	0.001801974342413	2.839164122382884e-06	0.000126089276348	0.030908622518866002	3.9016080151682756e-05	0.0031500311835740004	0.0025428571428360003	0.00021117232549200003	2.747453508921264e-06	6.221184032923639e-05	0.013246825674556002	2.7800975749279313e-05	0.002244561388119	0.00181428571427	0.000150471239159	3.291083988889379e-05	0.002550358996799
1560.0.	0.00031884221381700003	6.0880812631314196e-05	0.00042611508093400003	0.052362103739403004	0.00016641908965800003	0.020872186211954	0.01176704888405	0.0018022008743000001	2.8397387185964363e-06	0.00012617899591	0.030924856527356003	3.9001156752470184e-05	0.0031500445350260003	0.002542857142846	0.00021120587440100002	2.7480609208214162e-06	6.239509706680246e-05	0.013283261203891	2.7790436171761432e-05	0.0022445784507500004	0.0018142857142780001	0.00015049565278300002	3.2897387311694076e-05	0.002548981285541
1600.0.	0.000318897687065	6.0887214286905205e-05	0.00042579164306900003	0.052313354968217006	0.00016635315806700002	0.020870729104242	0.011766199104969	0.0018024170979860001	2.8402867616869622e-06	0.00012626446037900001	0.030940307591436	3.898691794039806e-05	0.0031500572611490004	0.002542857142851	0.00021123788322	2.748640411607656e-06	6.257006802642631e-05	0.013318039059444	2.7780380169241944e-05	0.00224459473407	0.0018142857142810001	0.000150518946688	3.288455457819795e-05	0.002547667198671
1640.0.	0.000318950599469	6.0893321395331824e-05	0.00042548308709200005	0.052266866477576	0.00016629026726	0.020869340043228	0.011765388990659001	0.0018026234678150002	2.840809455520071e-06	0.000126345865739	0.030955012491755002	3.897333302213164e-05	0.003150069390597	0.0025428571428540003	0.00021126842104700002	2.749193242936225e-06	6.273712360499041e-05	0.01335123440869	2.7770786065313894e-05	0.0022446102733490003	0.001814285714283	0.000150541171091	3.2872313655564615e-05	0.0025464138455380003
1680.0.	0.000319001067233	6.0899147227662076e-05	0.00042518873958200003	0.052222534482159	0.00016623027946400002	0.020868015867823	0.011764616700458001	0.0018028204193220002	2.841307951109212e-06	0.00012642339929100002	0.030969006325174003	3.8960372623550444e-05	0.0031500809507550003	0.0025428571428550003	0.000211297554006	2.7497206211940665e-06	6.28966180926424e-05	0.013382919049552001	2.7761633114450162e-05	0.002244625102292	0.0018142857142840001	0.000150562374048	3.2860637738020535e-05	0.002545218463206
1720.0.	0.00031904920143800003	6.090470447879811e-05	0.000424907956697	0.052180259891035	0.000166173062963	0.020866753562955	0.011763880478551002	0.0018030083699030002	2.8417833487901697e-06	0.000126497240006	0.030982322579062003	3.8948008638032605e-05	0.0031500919677830003	0.0025428571428560004	0.000211325345366	2.750223699769405e-06	6.304889033051306e-05	0.013413161557478001	2.7752901465595396e-05	0.002244639253103	0.0018142857142850002	0.000150582601538	3.2849501196646004e-05	0.0025440784111250003
1760.0.	0.00031909510826	6.091000529063148e-05	0.00042464012294800003	0.052139948101159	0.00016611849184	0.020865550252886	0.011763178650101002	0.001803187719474	2.8422367003189268e-06	0.000126567558872	0.030994993202547002	3.8936214176303694e-05	0.003150102466677	0.0025428571428560004	0.000211351855655	2.750703581242376e-06	6.319426434553668e-05	0.013442027426458001	2.7744572126850613e-05	0.002244652756553	0.0018142857142850002	0.000150601897549	3.2838879530899995e-05	0.0025429911659930002
1800.0.	0.00031913888917200003	6.091506127443486e-05	0.000424384650026	0.052101508799442	0.00016606644574300002	0.020864403194827002	0.011762509617557001	0.0018033588511110002	2.842669010894507e-06	0.000126634519233	0.031007048674799004	3.8924963517851214e-05	0.00315011247131	0.0025428571428560004	0.00021137714276500002	2.751161319497468e-06	6.333304996279151e-05	0.013469579204217002	2.7736626931252223e-05	0.002244665642042	0.0018142857142850002	0.000150620304153	3.2828749321853886e-05	0.002541954316803
1840.0.	0.00031918064114000005	6.091988353249869e-05	0.00042414097566400005	0.052064855773086005	0.000166016809649	0.020863309772848	0.011761871857117	0.001803522131679	2.8430812411084392e-06	0.00012669827710400002	0.031018518070480002	3.8914232063897714e-05	0.0031501220044890003	0.002542857142857	0.000211401262062	2.751597921759385e-06	6.346554339581114e-05	0.013495876621780001	2.7729048503641745e-05	0.002244677937653	0.0018142857142850002	0.00015063786158800002	3.281908818710095e-05	0.002540965560084
1880.0.	0.00031922045681500005	6.0924482679024606e-05	0.00042390856254200004	0.052029906727873006	0.000165969473643	0.020862267492050002	0.011761263915362	0.0018036779124400001	2.843474308822515e-06	0.000126758981487	0.031029429122438	3.8903996291920894e-05	0.0031501310879920004	0.002542857142857	0.00021142426648800003	2.752014350554148e-06	6.359202781534715e-05	0.013520976717625002	2.772182022861876e-05	0.002244689670214	0.0018142857142850002	0.00015065460832800002	3.2809874737306884e-05	0.0025400226953150003
1920.0.	0.00031925842471900004	6.0928868860287005e-05	0.000423686897236	0.051996583114129004	0.000165924332698	0.020861273973012	0.011760684406031001	0.001803826529651	2.8438490909765377e-06	0.000126816774669	0.031039808281761002	3.889423371170313e-05	0.003150139742617	0.002542857142857	0.00021144620665800002	2.752411525597139e-06	6.371277389708452e-05	0.013544933956617001	2.7714926219565925e-05	0.002244700865351	0.0018142857142850002	0.000150670581158	3.28010885343634e-05	0.002539123620524
1960.0.	0.000319294629415	6.093305177407756e-05	0.00042347548920300003	0.051964809960054	0.000165881286472	0.020860326946482002	0.011760132006945001	0.001803968305144	2.844206425327864e-06	0.000126871792506	0.031049680775283004	3.8884922822890344e-05	0.0031501479882240003	0.002542857142857	0.00021146713096000002	2.752790325610006e-06	6.382804034883136e-05	0.013567800343918001	2.770835128873225e-05	0.002244711547539	0.0018142857142850002	0.00015068581524500002	3.279271005110751e-05	0.002538266328048
2000.0.	0.00031932915168	6.0937040688446796e-05	0.000423273869807	0.051934515712157	0.000165840239109	0.020859424248309003	0.011759605457071	0.0018041035468840002	2.8445471121245116e-06	0.000126924164703	0.031059070660639003	3.8876043074035514e-05	0.0031501558437760004	0.002542857142857	0.000211487085642	2.7531515900682638e-06	6.39380744177176e-05	0.013589625534071	2.7702080918358324e-05	0.0022447217401520003	0.0018142857142850002	0.00015070034420000002	3.278472063256549e-05	0.0025374489004670003
2040.0.	0.00031936206866700005	6.094084445975836e-05	0.00042308159138000005	0.05190563208250901	0.00016580109904100002	0.02085856381461	0.011759103553715	0.0018042325495180001	2.8448719157137052e-06	0.000126974015077	0.031068000878963	3.8867574823100495e-05	0.0031501633273730003	0.002542857142857	0.00021150611490700002	2.753496120881525e-06	6.404311237794744e-05	0.013610456935438001	2.7696101232825264e-05	0.002244731465514	0.0018142857142850002	0.000150714200147	3.277710245868124e-05	0.0025366695066950003
2080.0.	0.00031939345406	6.094447155007256e-05	0.00042289822632300006	0.051878093902551006	0.00016576377881100002	0.020857743677149	0.011758625149844002	0.0018043555949050002	2.845181566087667e-06	0.00012702146181600002	0.031076493305321	3.8859499299386445e-05	0.003150170456299	0.002542857142857	0.00021152426099500002	2.753824684008284e-06	6.41433799996579e-05	0.013630339810168	2.769039897180717e-05	0.0022447407449430004	0.0018142857142850002	0.00015072741378500002	3.276983850848745e-05	0.002535926398229
2120.0.	0.000319423378228	6.0947930043875665e-05	0.00042272336623600003	0.051851838983210004	0.000165728194891	0.020856961958934002	0.011758169151526	0.0018044729526230001	2.845476760368582e-06	0.00012706661772000002	0.031084568796962003	3.8851798566862184e-05	0.003150177247047	0.002542857142857	0.00021154156426300003	2.754138011007196e-06	6.423909299944031e-05	0.013649317369877002	2.7684961464405952e-05	0.0022447495987930003	0.0018142857142850002	0.00015074001444800002	3.2762912525678e-05	0.0025352179055450003
2160.0.	0.000319451908364	6.095122766417238e-05	0.000422556621095	0.051826807981057	0.00016569426751400002	0.020856216870008	0.011757734515493001	0.0018045848804700002	2.845758164234543e-06	0.000127109590437	0.031092247239482004	3.8844455488857694e-05	0.003150183715363	0.002542857142857	0.00021155806327300002	2.754436800526829e-06	6.433045747308085e-05	0.013667430867211	2.7679776604245803e-05	0.0022447580465000004	0.0018142857142850002	0.000150752030159	3.275630898553893e-05	0.002534542434648
2200.0.	0.00031947910862800005	6.0954371787958824e-05	0.00042239761844500005	0.051802944270281	0.00016566192051	0.020855506703439	0.011757320246807	0.0018046916249400001	2.8460264132883808e-06	0.000127150482694	0.031099547590971003	3.8837453694088464e-05	0.003150189876273	0.002542857142857	0.00021157379486100002	2.754721719735775e-06	6.441767031107828e-05	0.013684719683446001	2.767483282550373e-05	0.002244766106623	0.0018142857142850002	0.000150763487692	3.2750013063196314e-05	0.0025338984637560003
2240.0.	0.000319505040275	6.0957369461093974e-05	0.00042224600263800004	0.051780193820230004	0.00016563108115	0.020854829831485	0.011756925396637	0.0018047934216880001	2.846282114371214e-06	0.000127189392506	0.031106487924237	3.8830777543976666e-05	0.0031501957441180005	0.002542857142857	0.000211588794214	2.754993405695102e-06	6.450091959749136e-05	0.013701221412289001	2.7670119079852296e-05	0.002244773796879	0.0018142857142850002	0.000150774412621	3.274401060313903e-05	0.0025332845401220003
