	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	1e-09	0.0	9e-08	2.1e-10	0.0	0.0	0.0	0.0	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	9.4e-11	0.0	0.0	0.0	0.0	0.0	0.0
1	3.396806696457873e-06	1.3760807183153298e-06	1.2241673984744001e-09	3.239013511863135e-10	9e-08	2.0309354140494721e-10	4.092808700579747e-12	9.619083240522642e-13	1.8517415704207508e-12	0.0	2.497205599715342e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0918314855622357e-08	9.845033524415836e-09	5.360335549579601e-10	1.5272841054710545e-10	8.424384600461526e-12	8.424384600461526e-12	2.549664755841633e-10	8.924137539549739e-09	1.5986729849668475e-07	5.811391223157604e-11	6.393844400691233e-12	2.7944002846577045e-12	8.725837337577009e-11	7.02892314521751e-11	2.044200816571765e-08	2.858915537839545e-09
2	3.3493678069255105e-06	1.1863426155648584e-06	3.8168663545840265e-09	1.424699311966803e-09	9e-08	1.868340783414436e-10	7.766289692149054e-12	5.250391708014394e-12	1.0149240258392716e-11	0.0	2.481033261828757e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.4186123471737754e-08	8.90257414449321e-09	9.597377253772723e-11	5.410611149541219e-10	4.7565480541743536e-11	4.7565480541743536e-11	1.1974258555067893e-09	6.362504245262493e-08	1.5885828712418272e-07	6.023055083031397e-10	4.321036997168028e-11	1.896673817124287e-11	3.124144085683629e-10	2.486666105445008e-10	1.6001063505518704e-07	4.91565171028592e-08
3	3.261901653436877e-06	9.483683890198093e-07	2.5320959670586587e-08	8.526242987427931e-09	9e-08	1.8279953957277566e-10	1.1275258781980056e-11	5.4475109108350965e-12	1.0477690734409271e-11	0.0	2.4486578446027985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7677326226744203e-08	7.415397230234095e-09	6.530716194862789e-10	-1.562803547205079e-11	4.663121434052681e-11	4.6631214340526814e-11	2.684602769765904e-09	-8.536862591045755e-09	1.5782498052229548e-07	1.232052256345907e-09	1.1561101092511035e-10	5.134215539720138e-11	5.47455942031993e-10	3.120804222699529e-10	2.8902711059391725e-07	1.2944521730598806e-07
4	3.0652410725413203e-06	3.392365535011355e-07	1.2152854181822425e-07	4.2146915446298897e-08	9e-08	1.388875023696355e-10	1.3728274253865423e-11	1.9847565574077263e-11	3.75366578024212e-11	0.0	2.371394118661928e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.151217339042036e-08	4.348563352034416e-09	-1.9367986685665814e-09	2.3620364097024683e-09	2.1737803548761342e-10	2.1737803548761342e-10	5.7514366479655815e-09	-6.407006295388973e-08	1.5410285917739179e-07	2.9808573343419693e-09	2.8625138565606324e-10	1.2860588133807192e-10	1.7593799888077415e-09	7.985095746615286e-10	6.04977447307202e-07	2.9231203235247123e-07
5	2.8849503208581262e-06	1.5631578057193507e-07	3.0972447337098245e-07	1.181482024704458e-07	9e-08	1.3246253927461504e-10	1.5971695280370652e-11	2.1765364944087372e-11	3.9800400500926716e-11	0.0	2.2371161129835715e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.405358879957637e-09	2.3056677219970577e-09	1.8401337360675991e-09	-1.324469156910528e-09	1.2276965539795343e-10	1.2276965539795343e-10	7.79433227800294e-09	2.1955760424407596e-08	1.501828747954797e-07	5.5829261341060685e-09	5.759163273453883e-10	2.628838870164286e-10	3.208873069061263e-09	2.4072538649037026e-10	4.2026122955133797e-07	3.963095886488026e-07
6	2.7377995464168212e-06	1.108828904878626e-07	4.7078694229924924e-07	2.2687076686041632e-07	9e-08	8.860550360193976e-11	1.7363252011915048e-11	3.7619664142291914e-11	6.641158024385204e-11	0.0	2.02507111714206e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.998608926443603e-08	1.0532086068286873e-09	-7.61130859129172e-09	7.540476121622018e-09	6.668012252836057e-10	6.668012252836057e-10	9.046791393171311e-09	-4.5390059235105575e-08	1.4362050538539225e-07	9.48390097212413e-09	1.0442832087105254e-09	4.749288828579405e-10	5.344119065314927e-09	5.985090535601585e-11	1.5813150918506979e-07	4.3426804026204036e-07
7	2.5707280287188974e-06	-1.6950349451468639e-07	1.657737043065006e-07	2.520547584156543e-07	9e-08	2.8038520841914015e-10	2.2008325818387524e-11	-3.1860821085051534e-11	-6.053271315247096e-11	0.0	1.9897675854712888e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6870935848749115e-08	1.8883512484494698e-09	2.219182390118465e-08	-2.0583163459485796e-08	-8.162669074608808e-10	-8.162669074608808e-10	8.21164875155053e-09	-3.1677964758208046e-08	1.4970094324484179e-07	3.956415025311522e-09	1.1799131190051968e-09	5.102324145287117e-10	4.439744004976491e-09	3.67284904486571e-10	5.762924554674089e-07	5.76015291420625e-07
8	2.3936543562147843e-06	-4.7443731396555255e-07	-1.1562838045630197e-07	2.2849370256824003e-07	9e-08	4.4247438698246745e-10	2.8234268413471703e-11	-8.55209304702218e-11	-1.75187724925712e-10	0.0	2.1370797863798688e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.937866728467889e-08	5.686498426370907e-09	8.404315202022961e-09	-6.179171456958112e-09	-1.2644350896683433e-09	-1.2644350896683435e-09	4.413501573629092e-09	6.0651367799465e-08	1.6704899172750648e-07	-6.757836361457221e-09	8.878126600360706e-10	3.6292021362013173e-10	-1.6724698569050656e-09	3.997693421233702e-10	9.85236328222952e-07	7.769358942885264e-07
9	2.2399482001255395e-06	-5.681801899649583e-07	-5.292012569251059e-07	1.2776217710452967e-07	9e-08	4.955415453785959e-10	3.477597401651553e-11	-9.629124419248673e-11	-2.2402627520261898e-10	0.0	2.8920100248116198e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.701668418135835e-08	-1.017912936052437e-08	1.7219274692847528e-09	5.289247686300837e-10	-1.230534718519002e-09	-1.230534718519002e-09	2.027912936052437e-08	-7.476953540553188e-08	1.8913556966398233e-07	-2.6020663999268912e-08	-1.577205888804773e-10	-3.920100248116191e-10	-2.3685767740474336e-09	1.214279982290059e-10	1.3380852744024975e-06	1.0324125673847954e-06
